1@307405853@secondary@False@50@95@銀鑛灣路 Ngan Kwong Wan Road@8@15
2@307405853@secondary@False@50@95@銀鑛灣路 Ngan Kwong Wan Road@15@8
3@307405853@secondary@False@50@222@銀鑛灣路 Ngan Kwong Wan Road@23@15
4@307405853@secondary@False@50@222@銀鑛灣路 Ngan Kwong Wan Road@15@23
6@158263353@tertiary@True@50@12@美荔道 Mei Lai Road@43@31
7@248034701@secondary@True@50@43@青山公路－元朗段 Castle Peak Road – Yuen Long@54@61
8@157810971@tertiary@True@50@19@鳳翔路 Fung Cheung Road@67@54
9@187241853@secondary@True@50@236@青山公路－元朗段 Castle Peak Road – Yuen Long@76@54
10@158263358@tertiary@False@50@33@美荔道 Mei Lai Road@85@43
12@158263356@tertiary@True@50@64@美荔道 Mei Lai Road@93@43
13@146667613@residential@False@50@16@安樂門街 On Lok Mun Street@102@110
14@146667613@residential@False@50@16@安樂門街 On Lok Mun Street@110@102
15@146667603@residential@True@50@29@安全街 On Chuen Street@110@118
16@146667614@residential@True@50@32@安樂門街 On Lok Mun Street@124@110
17@159542804@residential@False@50@100@麒青街 Kei Tsing Street@133@141
18@159542804@residential@False@50@100@麒青街 Kei Tsing Street@141@133
19@102674720@primary@True@50@61@佐敦道 Jordan Road@150@157
21@484616206@primary@True@50@230@渡船街 Ferry Street@171@150
23@102674730@primary@True@50@179@加士居道 Gascoigne Road@191@198
24@102674730@primary@True@50@24@加士居道 Gascoigne Road@205@191
26@102674700@primary@True@50@40@渡船街 Ferry Street@222@228
27@102674728@residential@True@50@37@文匯街 Man Wui Street@236@222
28@102674700@primary@True@50@17@渡船街 Ferry Street@245@222
31@102674729@residential@True@50@51@西貢街 Saigon Street@171@264
32@101476148@primary@True@50@141@渡船街 Ferry Street@272@171
33@552508359@tertiary@True@50@84@耀沙路 Yiu Sha Road@281@287
34@552508359@tertiary@True@50@227@耀沙路 Yiu Sha Road@295@281
35@102674699@primary@True@50@39@渡船街 Ferry Street@303@309
36@102674703@primary_link@True@50@56@@317@303
41@149555132@primary@True@50@64@加士居道 Gascoigne Road@357@330
42@102674708@primary@True@50@35@佐敦道 Jordan Road@365@371
43@102674734@primary_link@True@50@67@@365@380
45@254000148@primary@True@50@71@廣東道 Canton Road@396@401
46@102674737@primary@True@50@37@廣東道 Canton Road@165@396
47@102674740@primary_link@True@50@55@佐敦道 Jordan Road@412@396
51@102833835@primary@True@50@62@彌敦道 Nathan Road@437@453
54@158263316@tertiary@True@50@27@貨櫃碼頭南路 Container Port Road South@482@487
55@158263316@tertiary@True@50@161@貨櫃碼頭南路 Container Port Road South@493@482
57@149555129@tertiary_link@False@50@11@覺士道 Cox's Road@505@380
58@102674708@primary@True@50@128@佐敦道 Jordan Road@505@213
59@102674708@primary@True@50@29@佐敦道 Jordan Road@371@505
61@253999855@primary@True@50@50@佐敦道 Jordan Road@412@165
62@102674712@residential@False@50@52@文昌街 Man Cheong Street@536@317
63@102674712@residential@False@50@52@文昌街 Man Cheong Street@317@536
64@102674689@residential@False@50@48@文昌街 Man Cheong Street@253@317
65@102674689@residential@False@50@48@文昌街 Man Cheong Street@317@253
66@453783862@primary@True@50@246@窩打老道 Waterloo Road@547@552
68@152360076@primary@True@50@33@窩打老道 Waterloo Road@570@547
69@102674730@primary@True@50@123@加士居道 Gascoigne Road@577@583
70@149555147@residential@True@50@97@北海街 Pak Hoi Street@577@591
71@102674730@primary@True@50@10@加士居道 Gascoigne Road@198@577
72@102674690@primary@True@50@77@彌敦道 Nathan Road@602@462
73@102674694@residential@True@50@41@德成街 Tak Shing Street@602@613
74@102674690@primary@True@50@149@彌敦道 Nathan Road@619@602
76@158263321@tertiary@True@50@199@貨櫃碼頭南路 Container Port Road South@625@637
77@158263298@tertiary@True@50@12@4號迴旋處 Roundabout No.4@643@625
78@158263298@tertiary@True@50@16@4號迴旋處 Roundabout No.4@487@654
79@100444553@residential@False@50@48@荔灣道 Lai Wan Road@661@669
80@100444553@residential@False@50@48@荔灣道 Lai Wan Road@669@661
81@100444553@residential@False@50@114@荔灣道 Lai Wan Road@674@669
82@100444553@residential@False@50@114@荔灣道 Lai Wan Road@669@674
83@[448799883, 302153501]@residential@False@50@316@@682@688
84@[448799883, 302153501]@residential@False@50@316@@688@682
87@159542804@residential@False@50@30@麒青街 Kei Tsing Street@714@133
88@159542804@residential@False@50@30@麒青街 Kei Tsing Street@133@714
90@263310015@residential@True@50@16@富美東街 Fu Mei Street East@737@722
93@197983925@secondary@False@50@75@青山公路－米埔段 Castle Peak Road – Mai Po@759@750
94@197983925@secondary@False@50@75@青山公路－米埔段 Castle Peak Road – Mai Po@750@759
95@94374980@residential@False@50@114@鹿頸路 Luk Keng Road@767@774
96@94374980@residential@False@50@114@鹿頸路 Luk Keng Road@774@767
97@94374980@residential@False@50@126@鹿頸路 Luk Keng Road@782@774
98@94374980@residential@False@50@126@鹿頸路 Luk Keng Road@774@782
100@515936290@tertiary@True@50@35@葵喜街 Kwai Hei Street@805@791
102@453783861@primary@True@50@33@窩打老道 Waterloo Road@821@828
104@86059937@primary@True@50@26@窩打老道 Waterloo Road@846@821
